mssv,dtb_toankhoa,dtb_tichluy,sotc_tichluy
55484735XPvAibaEXe9gPSUylTm3EbcTwdENbajt,7.29,7.29,144
CA461E1BXPvAibaEXe9w3p4OJXtSaLWSb+3jvozg,8.62,8.62,132
6FCD9674XPvAibaEXe9Notw1bhKSwkACKRlIb21+,7.89,8,144
FF2B9DBAXPvAibaEXe9puzAyruoCKVMfh6DmGn2b,7.4,7.4,139
048FA4C0XPvAibaEXe87zPkGv/Pdbr2144f7+cX9,7.72,7.86,133
DA0EA4DBXPvAibaEXe8zLb/HLFGxHmDCFojsFiPO,8.28,8.28,140
4F92F1B8XPvAibaEXe9U/AuCAN8zZwjs25rk6zCN,8.58,8.58,134
78D001B0XPvAibaEXe+Xbs+mKMRabTSRMoEMPzuk,8.07,8.07,141
8B6B6B01XPvAibaEXe9puzAyruoCKY5SIobrPyeV,4.52,6.69,32
64E673DAXPvAibaEXe87zPkGv/PdbkEEX8vUst3m,7.66,7.66,131
4C91FC64XPvAibaEXe92Umf5pb/ttn5JQ3WRiOHb,6.89,7.37,44
1A2F347DXPvAibaEXe9w3p4OJXtSaH3pe+7nT8n+,8.28,8.28,137
0E334238XPvAibaEXe+HzQxlRR1WqkuqdQWw/DpZ,1.24,0,8
40288A20XPvAibaEXe9p2uXWEeSl6h1jkCzbLgM9,8.34,8.34,140
6A58FA75XPvAibaEXe+LOVcofflPOmoYdTK9mEGh,6.87,7.28,131
9F2D75ABXPvAibaEXe+HzQxlRR1WqvW0JF6iuyHG,4.81,7.56,54
516D8A44XPvAibaEXe9TvOBYlD1INuk2LQp0T6U7,4.22,6.4,64
49101F1DXPvAibaEXe+W0wzzSkKF2s7YHLAvT5S2,7.86,7.86,141
6CD8494CXPvAibaEXe+W0wzzSkKF2glxUMTDkqsz,7.56,7.56,129
D55D78AFXPvAibaEXe88EN6DQQEtSTo+TFcpOrrM,3.65,7.17,18
11D78A98XPvAibaEXe8PDON+Luwt5VBOf2V3ZL2a,8.84,8.84,132
CC9D79E5XPvAibaEXe+W0wzzSkKF2k82IcnT0+NH,8.81,8.81,133
CA709E76XPvAibaEXe9LgoVobBD2datZjdVa1H2B,8.09,8.09,134
CB8BCA7FXPvAibaEXe88EN6DQQEtSQ7yKpQCGuhQ,3.68,6.47,58
552C0A01XPvAibaEXe+AkyY0LvshNp5eYt+c+DPp,8.19,8.41,140
2817042FXPvAibaEXe+AkyY0LvshNt7rrPNcw5H4,6.78,7.23,105
46389419XPvAibaEXe88EN6DQQEtSb/z5BEgfxBU,8.46,8.46,143
C6F46501XPvAibaEXe+W0wzzSkKF2mLF4C3u0lkW,8.08,8.5,44
C2C54F52XPvAibaEXe/4YH02BDnyTsi29ogVP3by,4.31,6.13,47
259F01B0XPvAibaEXe8+xHMLxEu2JyOiJNTKI6eE,7.81,7.81,161
A8C33151XPvAibaEXe+wCRIlhV+1Xw18appJO0DD,8.24,8.24,151
246F3C49XPvAibaEXe91GJZByEKtSWBk06YyeQ4U,7.42,7.42,136
F386A9F3XPvAibaEXe/4YH02BDnyToyzIbRaCmEd,8.04,8.15,164
15C3C23FXPvAibaEXe/yTqQKv0UsdSFwdc3I1baY,7.68,7.85,143
6B7BA980XPvAibaEXe/4YH02BDnyTluW+P9uP/+k,2.25,7.5,14
19D7C92FXPvAibaEXe8d+xuL7f/QxIZEthnTExHJ,8.31,8.31,144
E9C56DA1XPvAibaEXe91GJZByEKtSRimNEV+VE9s,7.68,7.91,142
2D717070XPvAibaEXe/yTqQKv0UsdXLCbnhHHPTz,7.19,7.35,125
85364D87XPvAibaEXe+1n9LzrMgTl2JbEW8ytz01,8.49,8.49,140
48B2DE54XPvAibaEXe/IJyK0OmpUJylukiz9M+Up,6.89,7.39,124
F177D17AXPvAibaEXe+wCRIlhV+1XwE7AWBbSDyJ,7.94,8.16,131
87AF8791XPvAibaEXe+1n9LzrMgTlyOUFgzoZIkE,8.55,8.55,140
9EF6334AXPvAibaEXe+wCRIlhV+1X2KzzaFsvdzs,8.29,8.29,147
6487494DXPvAibaEXe/jZh6ZxmAv+sj/Tce3LBpK,7.2,7.2,137
ED054C05XPvAibaEXe91GJZByEKtSdbSdveZ6imT,2.24,0,16
D2E846D5XPvAibaEXe/jZh6ZxmAv+kg5FdFYDPbu,8.73,8.73,132
20ABBDADXPvAibaEXe+bnYbevupsw/JDprUELyt7,7.29,7.29,137
1129A056XPvAibaEXe/IJyK0OmpUJ9ENgOx7/Lpg,5.68,6.52,118
57A1C67AXPvAibaEXe91GJZByEKtSVgKB1ySbYya,8.11,8.11,126
E173A150XPvAibaEXe8+xHMLxEu2J1u6EB660pNq,7.79,7.79,131
C26D29CCXPvAibaEXe/IJyK0OmpUJx6H+3SYG0IA,7.17,7.38,136
4E0F7503XPvAibaEXe8ZQB/g2cpypBdpoFVDQWyt,8.01,8.01,143
B21F4E81XPvAibaEXe/yTqQKv0UsdXhcvZW62BGQ,7.85,7.85,132
BA3DCFC1XPvAibaEXe84OR/xkBCpMSta22Jp4aW0,7.45,7.45,136
2E57754BXPvAibaEXe8ZQB/g2cpypA35AR1mwtPQ,8.25,8.25,131
751E5CB4XPvAibaEXe84OR/xkBCpMaYt/lCJKwk8,4.91,6.15,69
8F21A061XPvAibaEXe/yTqQKv0UsdVxBxc4gfPHL,7.42,7.53,137
C1DE11E8XPvAibaEXe+Fy1phPq2H8vaeLQ1C9nra,7.48,7.72,148
4D458F58XPvAibaEXe+s31jTLcsUP4byFSl/r3hz,3.94,6.31,38
40B75E47XPvAibaEXe+s31jTLcsUPx4KDmNuT8j+,8.1,8.1,149
A12A68FDXPvAibaEXe8+xHMLxEu2J4+nnpzgf5IP,9.02,9.02,148
21432CE6XPvAibaEXe8+xHMLxEu2J6ndKVqT0C00,7.63,7.87,141
10F59902XPvAibaEXe/4YH02BDnyTnRuqR2v6Q1C,7.92,7.92,140
EA0847F0XPvAibaEXe+wCRIlhV+1X8xOSYw7pQZ0,6.95,7.69,133
EA96D40FXPvAibaEXe+Fy1phPq2H8sLb6Y47BSEP,7.56,7.56,139
E29D6FE0XPvAibaEXe+1gerp4wWuf5spq+wroVFk,7.71,7.71,129
D544AA69XPvAibaEXe8d+xuL7f/QxAt4Q32aLRfb,3.35,6.31,42
7695A637XPvAibaEXe8riuHWhiKRR9QTvdliA+0B,8.71,8.71,108
7E64F9F5XPvAibaEXe8riuHWhiKRR0IyjtDlKnU6,8.53,8.53,144
59D90864XPvAibaEXe84OR/xkBCpMdyO8M9H+TEw,4.65,5.9,31
4A23BFF9XPvAibaEXe8riuHWhiKRR/VfY1PuvRya,8.14,8.14,133
DEBF980EXPvAibaEXe+Fy1phPq2H8lFHAP/inFR9,6.97,7.38,132
C6081954XPvAibaEXe/yTqQKv0UsdYhCouuFusJz,7.6,7.6,136
71BD22CFXPvAibaEXe+Fy1phPq2H8tiJJqRRy+Fl,7.07,7.2,135
3CB22BDCXPvAibaEXe+bnYbevupsw4yUo/ivj60I,8.21,8.21,126
20E5F3B7XPvAibaEXe+bnYbevupsw53hO1Wx1Asv,8.66,8.66,131
3CCF8ADCXPvAibaEXe/4YH02BDnyTkK23kPe0dKi,8.01,8.01,143
E878F35EXPvAibaEXe/jZh6ZxmAv+rFpEPsLrUE/,7.17,7.17,125
2B851037XPvAibaEXe8d+xuL7f/QxDCDwN0oZKPU,8.68,8.68,148
FA3AE08EXPvAibaEXe+1n9LzrMgTl5hT3ycH1lL+,7.57,7.57,133
A32A5568XPvAibaEXe/jZh6ZxmAv+rOAQDJVtVAi,8.6,8.6,141
17199AB2XPvAibaEXe84OR/xkBCpMVT0RTX/hirN,8.01,8.01,131
4AAA8829XPvAibaEXe+1n9LzrMgTl9SWFIPenI35,8.29,8.29,131
073CCB16XPvAibaEXe+Fy1phPq2H8pTMzaqE19dh,7.65,7.65,136
E47F36A5XPvAibaEXe/4YH02BDnyTqZsopbXWXNr,7.56,7.75,131
30476694XPvAibaEXe9LgoVobBD2dYnBk73Fc/08,7.01,7.51,132
25EBE061XPvAibaEXe8d+xuL7f/QxGPereV7Ge/h,8.96,8.96,148
896ECA94XPvAibaEXe+Fy1phPq2H8oCcO/vk2UJg,7.81,7.81,144
6D2E1B0DXPvAibaEXe+wCRIlhV+1X7/wAujQiakF,5.64,6.86,125
124C9BCAXPvAibaEXe8riuHWhiKRR/A/QE2oYQQD,7.27,7.27,128
64FBBAB2XPvAibaEXe84OR/xkBCpMY+R/v0ab3Px,3.35,6.92,39
FB851797XPvAibaEXe+Fy1phPq2H8mgYQ4k718Hy,8.85,8.85,141
99536048XPvAibaEXe/4YH02BDnyTjEFrcrcWWz/,8.44,8.44,151
A67C44ACXPvAibaEXe+1n9LzrMgTlyJssTDLkSPU,7.32,7.38,148
C50E8BCFXPvAibaEXe/IJyK0OmpUJ741hXVRKNfo,7.91,7.91,132
FDE2D36CXPvAibaEXe8ZQB/g2cpypFECiUb9ZsQv,7.65,7.65,132
99719263XPvAibaEXe+bnYbevupsw1GKVV4mcZT9,7.06,7.06,131
410A23B9XPvAibaEXe/yTqQKv0UsdbqG5jxr91D5,0.13,0,0
05FB97EDXPvAibaEXe+1n9LzrMgTlwuXodOCiGW6,4.13,6.11,47
2DD375A0XPvAibaEXe+1gerp4wWuf62KwnYHXPlz,5.36,6.46,99
EBCB2BADXPvAibaEXe/jZh6ZxmAv+tw7VJTwJEHJ,1.5,6.6,4
3FC4287DXPvAibaEXe8d+xuL7f/QxIZO68iMQPYa,7.74,7.74,132
9F06CAFFXPvAibaEXe8+xHMLxEu2J0ZC24KyBarj,7.76,7.76,134
9D6BB422XPvAibaEXe8d+xuL7f/QxI6V6xPMxtSk,7.23,7.23,131
F8E08575XPvAibaEXe/yTqQKv0UsdT/O7LG1VWO1,8.6,8.6,131
A3F3F71BXPvAibaEXe+bnYbevupsw+2fD5NtFKyx,7.99,7.99,140
2FBE4D6BXPvAibaEXe+1n9LzrMgTlzJ5Y/vr5u1t,9.35,9.35,140
6AEBA477XPvAibaEXe+1gerp4wWuf/JR1aydjc9h,7.7,7.7,140
797B1572XPvAibaEXe84OR/xkBCpMUEO/uzAlAWl,7.64,7.64,141
1A4FBCA4XPvAibaEXe+1n9LzrMgTl/tXYFhXqItW,7.15,7.15,139
9D914398XPvAibaEXe91GJZByEKtSb3MmWO2PQ9b,7.88,8.19,138
8C665C07XPvAibaEXe8d+xuL7f/QxKNv73y8Hqr9,8.65,8.65,132
1A5FC1F0XPvAibaEXe+s31jTLcsUP9ZZLextwtU2,7.68,7.68,142
6371DE66XPvAibaEXe91GJZByEKtSavXFO088Lt/,7.43,8.36,163
0A69D9BBXPvAibaEXe/yTqQKv0UsdQB4zgad4eTm,7.81,7.94,142
87BD981FXPvAibaEXe8d+xuL7f/QxNgglGkOAI2P,8.74,8.74,133
DB20DF63XPvAibaEXe/IJyK0OmpUJ5+QM5gzSTOp,6.5,6.96,126
92C52860XPvAibaEXe+1gerp4wWufw3mVt2OnAMy,6.85,6.85,134
DF478263XPvAibaEXe8ZQB/g2cpypIT+P6S7iW8/,7.95,8.13,137
25E4D9FAXPvAibaEXe/IJyK0OmpUJyuEp0m3rP8S,6.95,7.31,135
C0CEC6D2XPvAibaEXe8riuHWhiKRR60QK30cWpnI,7.39,7.39,138
0DEECEB5XPvAibaEXe/yTqQKv0Usdd89ZSgbsVM6,7.94,7.94,135
A0D1C226XPvAibaEXe/jZh6ZxmAv+ugaCkDQtKGi,7.23,7.23,130
CD137715XPvAibaEXe84OR/xkBCpMbsUgnqATLoQ,7.52,7.85,133
844BA991XPvAibaEXe8ZQB/g2cpypMy8eFWE0KZT,5.19,6.96,72
9EA7C278XPvAibaEXe/jZh6ZxmAv+v+IqxKNSnuJ,7.23,7.23,132
DF8C6C86XPvAibaEXe/4YH02BDnyTkN/bA8NGWU1,7.92,7.92,125
4116D300XPvAibaEXe/IJyK0OmpUJ+bkK+R+mD2O,8.09,8.09,147
6FF38EA0XPvAibaEXe8ZQB/g2cpypCFDZgCBTwTg,8.3,8.3,132
8C6CA8A2XPvAibaEXe8riuHWhiKRR46DHR00XuHe,7.48,7.48,136
B45AC3E8XPvAibaEXe+1gerp4wWufyuJ6JrMsR8L,8.03,8.03,128
17FFC7CCXPvAibaEXe+wCRIlhV+1XwB91jd9TqF4,2.44,6.91,13
A6B0B2D5XPvAibaEXe+wCRIlhV+1XyJG2Uep7SIj,8.47,8.47,131
FB74090DXPvAibaEXe+wCRIlhV+1Xzjtx3SqkOMm,2.43,6.08,18
DBE64A33XPvAibaEXe9PMC4shTguo5BmAz9PQSSX,9.15,9.15,139
564868A0XPvAibaEXe9PMC4shTguozaS0PupnQ2K,6.4,6.74,139
9F58D5A9XPvAibaEXe9PMC4shTguoycVT3+tYeKp,6.88,7.11,141
92690409XPvAibaEXe9PMC4shTguo8Q3Tm9EnYm/,4.45,6.41,98
A05A6091XPvAibaEXe9PMC4shTguo2e73eiEnjzm,6.4,6.76,127
04782F2FXPvAibaEXe9PMC4shTguo6ck0HN7QeAg,4.2,6.53,33
3CDC8985XPvAibaEXe9PMC4shTguoxM26tiaMeEn,1.82,6.5,2
A90DE971XPvAibaEXe9PMC4shTguo6AkSCXXyOh2,7.99,7.99,130
57D2A952XPvAibaEXe9PMC4shTguo0slBPj3eftM,4.6,6.16,82
25D62083XPvAibaEXe9dY3g0Pb8XoEU2/6gH4CGb,9.15,9.15,134
B43A412DXPvAibaEXe+GapkXz3RH2N6IJUACAb9b,9.21,9.21,128
4CF64C57XPvAibaEXe8PCwJaf/8k/JhejJzie4Ck,8.73,8.73,137
2DB93AA4XPvAibaEXe9QVsCW2codOYTykgcwK6+j,8.77,8.77,141
191F1835XPvAibaEXe8h19maTis8uLiuT2cUqI3E,8.81,8.81,140
44067D54XPvAibaEXe8QSVVyFBgPnwF4lJry1+gq,8.62,8.62,137
49F03EDAXPvAibaEXe9dY3g0Pb8XoGaP+elKWD7S,7.96,7.96,127
B321F0F6XPvAibaEXe9qltw0mIqvIUH1+YzwPaY6,8.24,8.24,132
201B8299XPvAibaEXe/EKiY6F5FD8Pxf/s/UZFHY,8.89,8.89,127
CF00A253XPvAibaEXe/mbD1XVEM0x//P+sDiFPLO,8.51,8.51,140
4F2F79D5XPvAibaEXe8N+uD/a8GbgpXIXUN1lShb,8.73,8.73,123
37BFEFE1XPvAibaEXe9YgNnR0JxPhZRpZp3rXh0T,8.83,8.83,126
B706DEF3XPvAibaEXe9/3rpdfvRggjNC6gBEDcNF,8.41,8.41,135
055BAF5DXPvAibaEXe/0VyaRB0LQpI2nprMmUPej,8.77,8.77,143
037AAE6FXPvAibaEXe8ZCBSJNuktiCdU6dkKR988,8.57,8.57,149
34B8147CXPvAibaEXe+MR0BPJNCxydcz0lc5107i,8.88,8.88,133
86E0E58EXPvAibaEXe8jOKYsh0sA3sRzSTmujJhR,8.65,8.65,132
664FA41EXPvAibaEXe/ZbeP+H+OlzjHYhxAMHJSc,8.68,8.68,133
81AD9251XPvAibaEXe90E3nxW1nyafaUb7Bjf4AS,8.37,8.37,139
AF38338DXPvAibaEXe/8X6gsb95YiLcZrhihVKVg,9.05,9.05,132
3566C732XPvAibaEXe9/3rpdfvRgggJdwPLlbGZB,8.86,9.15,133
F4B4377AXPvAibaEXe/ZkCDd4JXTLkx5ZC8xkQl7,8.82,8.82,129
F2EB7AEFXPvAibaEXe+43HJfrfERJHS1cJl0nVI6,9.15,9.15,146
6CC985E4XPvAibaEXe/tHzSgYcYugr/HghCTf/xg,8.78,8.78,139
26629A62XPvAibaEXe9dY3g0Pb8XoBV9su9TMMyL,7.9,8.13,139
DC25935BXPvAibaEXe/Ep1mHRpPbrHHFP9gXkxuF,8.15,8.52,142
FDEB22C7XPvAibaEXe92HFjDDFybW5Kj0lJjDcTx,8.19,8.19,144
BFAE3BE6XPvAibaEXe9qltw0mIqvIaR1qSLIlFzJ,8.72,8.72,140
ABE72D5EXPvAibaEXe+HozZBb+7rZ8gGaZ/mf05X,7.44,7.95,147
CAFBF12FXPvAibaEXe+L7yr6xo33KsEYZ+DAUurS,8.87,8.87,147
4F3B4948XPvAibaEXe8N+uD/a8GbgqbFvzb3EfrD,8.64,8.82,125
ED778330XPvAibaEXe8QSVVyFBgPn+Y1PVepujPZ,8.28,8.28,136
010EBFE8XPvAibaEXe/fptT4PBq8NAZhCnWkwVzN,8.79,8.79,131
5C58DA18XPvAibaEXe+tSA7t7USLJzVAyZsoo5Qm,8.6,8.6,150
43570CC4XPvAibaEXe+O+EbU9awW5l2bq2q6YQOW,8.56,8.56,140
BF5CDA54XPvAibaEXe9F+oU8wuNbqE3WOAuRu4uw,8.65,8.65,140
1A0FA5ADXPvAibaEXe99QzhWW+eTfLN8LxDi77hB,8.43,8.43,146
770AB331XPvAibaEXe+eLIaWcq1sI9gc8TTSp2S0,8.48,8.48,140
D1E5B37BXPvAibaEXe+szMHbfc71UFcA+EJPgwdF,8.39,8.39,173
A428EC11XPvAibaEXe8QSVVyFBgPnzSBGk50UWj7,8.63,8.63,142
219D5416XPvAibaEXe/k16nYNlOi0V8FicRLZdMt,8.33,8.33,131
E024B494XPvAibaEXe/sKOWIYAkjtjez/g8V6sZT,8.19,8.19,145
2CAFB3D7XPvAibaEXe8oT/p9f7HpvbB1VZUB2zjC,8.23,8.23,128
2748110FXPvAibaEXe8zN2KKhdLFunzw+E+dOEKN,7.87,7.99,130
4241B8FFXPvAibaEXe8oET1/EVZ+WhufGCO+W4ps,8.51,8.51,141
623211FAXPvAibaEXe/fptT4PBq8NDRknKoKmyBq,8.33,8.33,138
000AD0D8XPvAibaEXe+RQyZpP6sq6qqIPZXybx3Q,8.08,8.08,136
F6F6B79BXPvAibaEXe9NZBs7fjgAwVLSOJZIT2pI,8.48,8.48,138
9F1BC390XPvAibaEXe9Wonradwt/oYcUDSY35mUL,7.66,8.17,94
C95AB6ADXPvAibaEXe/8rx8cZm8QsY53NwHueDys,8.53,8.53,137
B2478956XPvAibaEXe9/B4OZKkOpVykJ8IcPNGdk,8.9,8.9,132
0D2823DBXPvAibaEXe/8VZV/juG2bQnxjfmRzhuw,2.97,6.78,12
63187579XPvAibaEXe8DnlmqQfnjpvsvimStZgzv,6.68,7.17,114
AC8C0B09XPvAibaEXe8PCwJaf/8k/NCh+VRnLeY4,7.69,8.62,101
31366966XPvAibaEXe+AdDQ9dDabO16ivYPhB80s,8.72,8.72,140
EB772A32XPvAibaEXe/zT99h3DDtvTNj1HxeDAs3,7.95,7.95,138
86E2C0FCXPvAibaEXe+Hl3bsG7JYGgDeZSKGFhcs,8.66,8.66,127
DB78B6D3XPvAibaEXe+rucNIMwNDA0/q8h4PWKzM,8.83,8.83,138
0F4E2E19XPvAibaEXe+KnWgScvZ27HdNiwaSUUic,8.31,8.31,138
76DD767EXPvAibaEXe9syD7Vfew2qVNnpLHS4axN,8.65,8.65,137
7B5DF81FXPvAibaEXe+GapkXz3RH2Hocib+gIsdz,8.08,8.08,135
E1802B38XPvAibaEXe/OS4eb0G5N4hhNqtrHnq1p,8.06,8.24,134
3A2196F2XPvAibaEXe8EWfnZTwjAD22OsDEryWZ7,8.65,8.65,129
2BFFDFDEXPvAibaEXe/sKOWIYAkjtk8m43tWOm+/,8.54,8.54,146
1BCAFD35XPvAibaEXe+O+EbU9awW5lgSl0wQvCSG,8.32,8.32,130
241964DAXPvAibaEXe+q0E3QguGBpRI5iPumVRkF,8.42,8.42,129
811B1775XPvAibaEXe+nNcqpVbk9mTC7ZbTaD86+,7.53,7.53,141
2BD1B799XPvAibaEXe/0W4kDBen43widMaJcURvA,8.74,8.74,132
C02F9A01XPvAibaEXe+MR0BPJNCxyTreLFUkbAMe,8.41,8.58,126
6A7CDC10XPvAibaEXe8UtLk0ua6nIGzaLHzX+TxE,8.31,8.31,133
BBE7799FXPvAibaEXe8qwxsYP7Gy4fwutigHBuz2,8.46,8.46,131
DBD7B1A2XPvAibaEXe82B8VnNvUD6DS+TprSP2Ro,8.31,8.31,148
B217D0ADXPvAibaEXe8XtTI6VHhlKJFwW7Xpramo,8.82,8.82,131
D94ED526XPvAibaEXe93UbSm/ewAMkgBnNJA6WtC,8.6,8.6,149
8CF384E1XPvAibaEXe8N+uD/a8GbgtIPLzEy25ad,7.96,7.96,133
499C730BXPvAibaEXe/fptT4PBq8NE08rAffIbU5,7.97,7.97,151
E41B3430XPvAibaEXe9QSg4kScpiF0eltiDdKAqj,8.11,8.26,138
E1C01898XPvAibaEXe+Em+qhkpGqwAzqQcq1fNH0,8.24,8.24,143
95A3DC58XPvAibaEXe9NZBs7fjgAwdVz+MK9iwZC,7.88,7.88,135
4D7DED35XPvAibaEXe/FR4/Q8QxXrS4LhRRbO3lZ,8.55,8.55,136
A2D1D267XPvAibaEXe82B8VnNvUD6NlLvd8YOPZp,8.82,8.82,131
D27C3116XPvAibaEXe80vzpG0swknxZV0ir7Atz1,8.52,8.52,134
75A70346XPvAibaEXe+nNcqpVbk9mRWnThXM/a3j,8.72,8.72,134
24BF5FCEXPvAibaEXe/ZbeP+H+Olzic5qB+063QV,8.66,8.66,149
DDB43B69XPvAibaEXe/8rx8cZm8QsTxvKL68/60H,8.66,8.66,130
463FF1E3XPvAibaEXe8P4L0OhtIpH6bI8xRfCQZG,8.57,8.57,140
3AD101C3XPvAibaEXe86hknCN730J3e2GCV0L3/p,8.42,8.42,134
C21C9E71XPvAibaEXe9e953jV3NnLpfbRIwjz8n1,8.68,8.68,138
B07AA112XPvAibaEXe/0VyaRB0LQpHJQ9rCptZjA,8.6,8.6,131
5E0F86C4XPvAibaEXe+v5SvySgrZwEtuDDyUrTky,8.32,8.32,124
7F500A90XPvAibaEXe9kEUKWGqhXVNhPAYoBaaTS,8.45,8.45,133
A8CCE8ABXPvAibaEXe+M/BSgLkQKVxUkNe3Su7pE,8.12,8.12,135
6AECD30AXPvAibaEXe/z9L7tMg5te6r3cY+o2Vyw,8.15,8.21,143
53362638XPvAibaEXe9Wonradwt/odP5xZ7ibRoj,8.19,8.19,132
9885370EXPvAibaEXe8eBN4YWA8YU7n29+ttunAg,7.89,7.89,150
FF355A67XPvAibaEXe8JNpgMW2c4UIW22fQSPLQ1,8.43,8.43,142
BAB77426XPvAibaEXe/0VyaRB0LQpGXE5SAui8o+,8.22,8.22,141
AE645B6AXPvAibaEXe9gJazs/pDnMdwe1Keiga3U,8.23,8.23,143
A5B4C3DCXPvAibaEXe8oET1/EVZ+WmvQzSsRDqet,8.13,8.3,144
87F31736XPvAibaEXe+gzQv7yQRYbrDWZuL5USyT,8.12,8.12,139
65BB2CF2XPvAibaEXe9Wonradwt/oZaAQR1IHQmm,7.24,7.36,128
48368B84XPvAibaEXe8N+uD/a8GbgnfkQpNg1KN/,8.53,8.53,133
98C21F60XPvAibaEXe/ZkCDd4JXTLl9dF9jtPkSR,8.38,8.38,128
AEB5B945XPvAibaEXe9KDPR79yT+xBhEuhnLmXkH,8.42,8.61,123
F84F24C9XPvAibaEXe9kEUKWGqhXVMwypbuhQDAE,8.15,8.15,132
6238DDF7XPvAibaEXe8h19maTis8uNxOEsJIAph1,7.69,7.69,143
E466F442XPvAibaEXe8QSVVyFBgPn13dg1kP+Mnf,8.58,8.58,147
D0CCAEDEXPvAibaEXe9QVsCW2codOUvohLGcqFnU,7.89,7.89,133
22EEC1D1XPvAibaEXe+AdDQ9dDabO3arLIsF1KpG,7.97,8.36,136
CE16843CXPvAibaEXe8EWfnZTwjAD9O1ZNM6eqTA,7.85,7.85,134
388967FEXPvAibaEXe80CrbkBDr5tSkoVrJXS+7O,8.44,8.44,143
DF730E26XPvAibaEXe8oET1/EVZ+WiU+q5gWPyWj,8.42,8.42,126
920021E0XPvAibaEXe/FR4/Q8QxXrUGTA8s7CFbY,8,8,141
E7587DBAXPvAibaEXe/GYDluKvKBtYqn8Bny7Ycc,7.8,7.89,138
336DF064XPvAibaEXe/QLz2rC0qlTM+FkKcsJtig,8.65,8.65,148
43057FFAXPvAibaEXe+LbSgCtk53mZ4STa1WL1s6,8.66,8.66,147
13CD8C0DXPvAibaEXe/tHzSgYcYuglyjSQbR57Y/,8.22,8.22,143
953A77B9XPvAibaEXe/0VyaRB0LQpHtyejN9MHOh,7.77,7.77,139
D40AAD30XPvAibaEXe+cpn4CEMdOCkGEftnss0HS,8.31,8.31,133
182882C5XPvAibaEXe9QVsCW2codObMyHzMeOU9S,7.11,7.23,127
5B4CCD24XPvAibaEXe8IXn+MV9wqkrCPgCLLFjIC,8.4,8.4,137
190F7F6FXPvAibaEXe8jwcgah0IjmhkRHk5/6oDi,8.59,8.59,134
F86ACAE6XPvAibaEXe/EKiY6F5FD8JxDej0QxTGm,8.19,8.37,133
C4A41EA2XPvAibaEXe/QEoeDNKATR89OtFT4+FfS,8.79,8.79,131
5C94FC45XPvAibaEXe8E6yzSPpyFOZMPnl0veW6e,8.37,8.37,133
AD087009XPvAibaEXe+cpn4CEMdOCh+c7nOWgzAp,8.14,8.14,145
F25EC7EBXPvAibaEXe/sKOWIYAkjtqUSTDkKaJYq,7.75,7.75,134
59E3EFA9XPvAibaEXe/8X6gsb95YiGZOzX+fP5Pi,4.81,7.4,48
1AB4AA6AXPvAibaEXe9e953jV3NnLtXn8okwRIgq,8.47,8.47,139
16CD0729XPvAibaEXe9YgNnR0JxPhXZEbboziNXv,8.06,8.17,125
1514F52EXPvAibaEXe82B8VnNvUD6CkE/QMvqqSy,8.48,8.48,117
0FDE76E9XPvAibaEXe/ZkCDd4JXTLrBO6zdQ4uka,7.88,7.88,141
B125887AXPvAibaEXe8VQgmAEjfeNt/mQuXVAlCc,8.05,8.05,135
3385F2BAXPvAibaEXe+l4bzn3GsI7wHnHruNxH64,8.19,8.19,133
8F12E3BDXPvAibaEXe+rucNIMwNDAwjU/EvRIqLG,7.86,8.08,135
D20A18EAXPvAibaEXe8jOKYsh0sA3hdd+lL8mlzs,7.94,8.15,141
4674A752XPvAibaEXe/8X6gsb95YiNVI+GsvE5uC,8.6,8.6,148
57B4993DXPvAibaEXe+O+EbU9awW5nLgyy3CYhgX,7.75,7.75,150
1FA754E9XPvAibaEXe8qwxsYP7Gy4T+GMTAh8lN1,8.35,8.35,137
51983E43XPvAibaEXe82B8VnNvUD6Dbr8F+/xx0j,8.61,8.61,135
9C8A0D01XPvAibaEXe9rbQR8nwnz2JjQMa41ri0+,7.39,7.48,71
FD4A7A49XPvAibaEXe+tSA7t7USLJ3a90oclnbXx,8.11,8.11,133
D0721D89XPvAibaEXe+nNcqpVbk9mZYTX40WPrmz,8.12,8.12,129
5DC3DE95XPvAibaEXe/ZbeP+H+Olzqnb4x7Psf/T,8.21,8.21,140
5E7A1738XPvAibaEXe/8VZV/juG2bb9hiWXeYT4d,7.77,7.77,141
6B2B09A5XPvAibaEXe8PCwJaf/8k/F+vp0qeySQ2,8.23,8.23,122
E43452ADXPvAibaEXe8PCwJaf/8k/NfiZoSFCxNp,8.46,8.46,137
8C5539D1XPvAibaEXe8nuCevWXzMu3a4xLooAe9F,7.99,7.99,145
1535CD84XPvAibaEXe9KDPR79yT+xH/0KBQjUHwf,8.77,8.77,126
D8631DA8XPvAibaEXe8JNpgMW2c4ULzeQgr5A+5Q,8.76,8.76,148
28E797B6XPvAibaEXe9CNoSsNIodZ1rZLISZ6QBz,7.34,7.45,127
C6DF151CXPvAibaEXe+q0E3QguGBpVPv3faH8S/X,7.24,7.24,148
EE367ADCXPvAibaEXe/GYDluKvKBtdob/uerGd3d,8.16,8.16,157
361E6963XPvAibaEXe8DnlmqQfnjpjU82MloClPN,8.19,8.19,146
BC761D56XPvAibaEXe+SIoKUNff6nEhxQco9wa0d,7.5,7.5,133
495BF262XPvAibaEXe8zAo0wu8vadomL/E0GHtRA,8.49,8.49,132
