mssv,sotc_hk1,sotc_hk2,sotc_hk3,sotc_hk4,sotc_hk5,sotc_hk6,sotc_hk7,sotc_hk8,sotc_hk9,sotc_hk10,sotc_hk11,sotc_hk12,sotc_hk13,sotc_hk14,sotc_hk15,sotc_hk16,sotc_hk17,sotc_hk18,sotc_hk19,sotc_hk20,sotc_hk21,sotc_hk22
5631EE1BXPvAibaEXe/1dZRxYPjNEOojKpWTo5pz,18,19.0,21.0,,,,,,,,,,,,,,,,,,,
56381078XPvAibaEXe97/vKPISG06SYUQGaxZUqv,22,24.0,18.0,,,,,,,,,,,,,,,,,,,
563B7A79XPvAibaEXe+KaiYHkmXYCbVVup4oWbo/,20,19.0,24.0,19.0,20.0,15.0,14.0,,,,,,,,,,,,,,,
563E9289XPvAibaEXe/a3PM8AP2NgwXCb21OBlQe,13,19.0,22.0,22.0,24.0,24.0,15.0,11.0,14.0,,,,,,,,,,,,,
563FF7D6XPvAibaEXe9sM5Z76Wtjc6PGWRyGqrZW,17,16.0,21.0,,,,,,,,,,,,,,,,,,,
56420A31XPvAibaEXe8/fn01KaU91IfhsI0YohoZ,16,18.0,21.0,15.0,16.0,,,,,,,,,,,,,,,,,
5644131AXPvAibaEXe+B4ljoCmCsur8tOuAxKsGF,20,21.0,20.0,,,,,,,,,,,,,,,,,,,
564453C9XPvAibaEXe+h2uIGuNOb5M7Yogw9X5Fi,16,24.0,14.0,,,,,,,,,,,,,,,,,,,
564868A0XPvAibaEXe9PMC4shTguozaS0PupnQ2K,17,17.0,15.0,22.0,24.0,19.0,19.0,22.0,8.0,,,,,,,,,,,,,
5648DE30XPvAibaEXe+RuJt6KkmrDJ9VFMyka9hZ,15,21.0,16.0,17.0,15.0,,,,,,,,,,,,,,,,,
56503C44XPvAibaEXe91WmQmxUATiR/514xfWgF5,14,19.0,17.0,18.0,14.0,0.0,,,,,,,,,,,,,,,,
56535DAEXPvAibaEXe/pS44gx8Fm9j1XdP/cQelm,17,21.0,23.0,23.0,20.0,23.0,20.0,10.0,,,,,,,,,,,,,,
56587D9CXPvAibaEXe++B0JyCbXA1D+9N1erNAGS,16,23.0,20.0,14.0,4.0,22.0,15.0,17.0,,,,,,,,,,,,,,
565CAE62XPvAibaEXe8rV0TGO4M10AFiZVUeRpFm,18,,,,,,,,,,,,,,,,,,,,,
5661EFDFXPvAibaEXe+98B3vqZGkWEGF/iJJf2HS,17,21.0,21.0,17.0,18.0,19.0,3.0,23.0,10.0,,,,,,,,,,,,,
566261C0XPvAibaEXe+HeL85QGo03a9hUZtbafsZ,19,15.0,24.0,17.0,4.0,21.0,19.0,3.0,21.0,12.0,2.0,2.0,3.0,10.0,,,,,,,,
56626D79XPvAibaEXe+D5C9Re7EGLcLpN9AoumiF,19,19.0,20.0,20.0,15.0,18.0,21.0,10.0,10.0,,,,,,,,,,,,,
566515F6XPvAibaEXe+dErJK2QKC6eskvtpNXMwg,16,21.0,17.0,12.0,24.0,19.0,9.0,,,,,,,,,,,,,,,
56653B2FXPvAibaEXe8C0OVs/+m9DoiO5TLUPuBi,18,,,,,,,,,,,,,,,,,,,,,
5666EAF4XPvAibaEXe+Z7KfNHYLttJaLI+SH+DpO,22,20.0,21.0,18.0,10.0,24.0,26.0,9.0,22.0,19.0,,,,,,,,,,,,
5670D7C8XPvAibaEXe+Hr3DoUa42WRp7I4SiwT9+,16,22.0,20.0,,,,,,,,,,,,,,,,,,,
5672827FXPvAibaEXe+Pxorfe/k8CTNWYzLAFB0w,17,21.0,24.0,20.0,17.0,20.0,19.0,,,,,,,,,,,,,,,
567B3840XPvAibaEXe+BSAh8mzSNVSYpLpjC2gNC,20,21.0,18.0,19.0,15.0,,,,,,,,,,,,,,,,,
567E5B30XPvAibaEXe9jjgNhrmbJFChPxRNa9WKt,22,21.0,4.0,17.0,22.0,10.0,22.0,26.0,10.0,21.0,15.0,4.0,7.0,10.0,11.0,,,,,,,
5688EF7BXPvAibaEXe8wMpKQnQ7j6N3au2DJ/ayN,22,22.0,3.0,26.0,21.0,20.0,16.0,16.0,23.0,,,,,,,,,,,,,
568F3364XPvAibaEXe/U36FI9OTo3bpG3LWUMcW8,19,18.0,23.0,17.0,16.0,19.0,12.0,,,,,,,,,,,,,,,
56996328XPvAibaEXe8FGyuwtFnKnOqpMxWSLkC/,15,17.0,4.0,21.0,23.0,15.0,22.0,18.0,13.0,,,,,,,,,,,,,
5699B20CXPvAibaEXe9fX/Gi5okg4nt+uloJXivA,19,16.0,21.0,22.0,16.0,,,,,,,,,,,,,,,,,
569D92E9XPvAibaEXe8o0Tnwwz3u3zG4FHGcygyM,19,19.0,22.0,19.0,17.0,0.0,,,,,,,,,,,,,,,,
56A02559XPvAibaEXe9C4sLv8jLDI6uI7KOaVZT+,19,21.0,21.0,22.0,22.0,16.0,15.0,,,,,,,,,,,,,,,
56AE46D1XPvAibaEXe8SXrohzbXmS9RGeClF/eqm,17,21.0,24.0,21.0,18.0,15.0,3.0,16.0,11.0,3.0,10.0,,,,,,,,,,,
56B3706FXPvAibaEXe+NyYotv4FWdQb1GDwwPc4y,13,17.0,21.0,12.0,18.0,20.0,15.0,10.0,,,,,,,,,,,,,,
56B3A51EXPvAibaEXe8x9oGqJppz39OfxBn512qA,20,20.0,18.0,16.0,14.0,,,,,,,,,,,,,,,,,
56B4B04AXPvAibaEXe9vsqiPWJvEGonUy72Wmggm,18,,,,,,,,,,,,,,,,,,,,,
56B8CACCXPvAibaEXe8WajRPpOtnV1LHpDMz9XyP,18,25.0,27.0,,,,,,,,,,,,,,,,,,,
56BB81EBXPvAibaEXe+551daa8DfJ/KeV5nplY0D,20,,,,,,,,,,,,,,,,,,,,,
56BD6434XPvAibaEXe/a4DMmDlc8UEL9For+TSgJ,20,21.0,19.0,,,,,,,,,,,,,,,,,,,
56BDE338XPvAibaEXe/dSnTMEtLaY7dYPGoqxBPE,13,21.0,4.0,21.0,22.0,4.0,22.0,21.0,4.0,22.0,24.0,4.0,4.0,,,,,,,,,
56D11A32XPvAibaEXe/NExuU8f5CH3gp+fdd8qXv,17,19.0,25.0,24.0,7.0,16.0,16.0,17.0,8.0,13.0,,,,,,,,,,,,
56D41E21XPvAibaEXe/8adMMWxG4mZnmHp5T0J4B,18,20.0,20.0,,,,,,,,,,,,,,,,,,,
56DB10AFXPvAibaEXe/mlii9zXTIC898fNDfoRB2,18,,,,,,,,,,,,,,,,,,,,,
56E7FAE5XPvAibaEXe99QzhWW+eTfNCCUP+o8uVq,11,12.0,8.0,14.0,17.0,20.0,16.0,16.0,19.0,13.0,,,,,,,,,,,,
56E899F0XPvAibaEXe8oOckqmsrcbUAMczjLj7W6,17,19.0,24.0,25.0,8.0,18.0,21.0,4.0,23.0,6.0,11.0,7.0,3.0,,,,,,,,,
56F83BA9XPvAibaEXe8rk2w4FtVJNi+iHBmMdKl5,20,,,,,,,,,,,,,,,,,,,,,
56FC14A8XPvAibaEXe94sdmGYWWl8Jv1bLLMKazd,17,21.0,20.0,21.0,20.0,12.0,15.0,,,,,,,,,,,,,,,
5700075FXPvAibaEXe/rtk4wDmxi91Qm4QLXujt6,17,21.0,21.0,19.0,19.0,16.0,18.0,18.0,,,,,,,,,,,,,,
5700795EXPvAibaEXe+nFvcMo/cK5JN0ycQDci7m,18,17.0,20.0,0.0,,,,,,,,,,,,,,,,,,
5707F0D7XPvAibaEXe8xMXPq5EJM3rFVof9MDW+X,17,,,,,,,,,,,,,,,,,,,,,
570C0CE4XPvAibaEXe9A8avg2Xms/3htL5Qa35fH,16,15.0,20.0,17.0,19.0,14.0,12.0,9.0,,,,,,,,,,,,,,
570DF7E6XPvAibaEXe/ZkCDd4JXTLvBHVkSE9L7r,17,22.0,3.0,20.0,19.0,24.0,21.0,12.0,14.0,0.0,,,,,,,,,,,,
570F7840XPvAibaEXe/dzmB8igeRMPdGPJfQ+wTP,16,18.0,21.0,17.0,19.0,,,,,,,,,,,,,,,,,
570FE49BXPvAibaEXe/pS44gx8Fm9tS8RaIhlkx8,17,19.0,24.0,21.0,24.0,22.0,18.0,17.0,13.0,3.0,,,,,,,,,,,,
5718B8B9XPvAibaEXe/p8168d80TYXFrvypOVcAy,16,18.0,19.0,,,,,,,,,,,,,,,,,,,
57203F91XPvAibaEXe9JDlHA4z2GHFHVJ5vTRj7d,22,21.0,22.0,15.0,18.0,14.0,3.0,18.0,16.0,,,,,,,,,,,,,
5723B756XPvAibaEXe8WrK/T746TF4VFfDy2mlx3,14,24.0,21.0,20.0,20.0,,,,,,,,,,,,,,,,,
572B42BCXPvAibaEXe+SI2uhC5CMETdWxVWfkdf2,13,20.0,22.0,24.0,7.0,17.0,22.0,7.0,23.0,22.0,21.0,17.0,11.0,,,,,,,,,
57305443XPvAibaEXe/pmLsWv14ojN8fx+Ik4WYG,16,14.0,14.0,21.0,16.0,18.0,21.0,8.0,7.0,0.0,,,,,,,,,,,,
5744B505XPvAibaEXe/9n4RXguPAYLy1ULuVcNNN,13,22.0,25.0,21.0,16.0,16.0,16.0,11.0,10.0,,,,,,,,,,,,,
5748E01EXPvAibaEXe80CrbkBDr5tewQuiU/6wDx,16,22.0,23.0,21.0,17.0,18.0,10.0,10.0,,,,,,,,,,,,,,
5749FDBBXPvAibaEXe8uwu/zAVb88+CtvQVdBBNj,14,19.0,22.0,18.0,18.0,,,,,,,,,,,,,,,,,
574EA280XPvAibaEXe8EJVSfQ2zj450glsSR/jJz,18,19.0,21.0,18.0,16.0,,,,,,,,,,,,,,,,,
5750098AXPvAibaEXe9qZviAmCDqB0AxWSCldG0M,12,19.0,12.0,14.0,8.0,24.0,,,,,,,,,,,,,,,,
575084F7XPvAibaEXe8Rsz5OHfshwLNf9elsniBt,22,,,,,,,,,,,,,,,,,,,,,
57559DFBXPvAibaEXe+NFoCjcOelGcK14JUyF+sz,12,24.0,22.0,20.0,23.0,,,,,,,,,,,,,,,,,
575C8A0CXPvAibaEXe8AZtBFxjm6slPF3oXSLgA6,14,,,,,,,,,,,,,,,,,,,,,
575EA59DXPvAibaEXe+heDAQ/Ar4Csw9npH5xYMl,18,15.0,20.0,16.0,15.0,,,,,,,,,,,,,,,,,
576329F2XPvAibaEXe/77zwxtbGI7/SN+jIjHMHB,20,19.0,20.0,,,,,,,,,,,,,,,,,,,
5763689BXPvAibaEXe+Em+qhkpGqwBt0c4xHozPd,17,23.0,22.0,21.0,22.0,22.0,14.0,10.0,,,,,,,,,,,,,,
5764C360XPvAibaEXe8IVQevnJpgRgSBOWJISOsW,15,18.0,18.0,18.0,4.0,18.0,,,,,,,,,,,,,,,,
5768175BXPvAibaEXe/dwL/4ibPSsoyZu5BS2cwX,14,22.0,16.0,20.0,16.0,,,,,,,,,,,,,,,,,
5769D718XPvAibaEXe98rLBMbW9WWbEmCMpQV7QR,17,20.0,17.0,16.0,14.0,12.0,8.0,,,,,,,,,,,,,,,
576B8ECFXPvAibaEXe8xMXPq5EJM3pXNwDjCWVS/,18,,,,,,,,,,,,,,,,,,,,,
5779C75BXPvAibaEXe+rucNIMwNDA+TFxVpjQysF,20,22.0,7.0,16.0,18.0,23.0,20.0,16.0,12.0,,,,,,,,,,,,,
577C2F7AXPvAibaEXe+02ryNj/uIX7kQnyK7nQCD,13,20.0,17.0,22.0,19.0,21.0,17.0,18.0,14.0,13.0,5.0,,,,,,,,,,,
577CBCE3XPvAibaEXe9yFa4Od3meJwfl2hF38zjl,19,19.0,18.0,19.0,19.0,,,,,,,,,,,,,,,,,
57847517XPvAibaEXe8xAy6my/6oJSjZJX8Qer05,18,19.0,25.0,22.0,21.0,,,,,,,,,,,,,,,,,
578A7225XPvAibaEXe8hvnm4ihleLUtcWtYNAOFi,18,21.0,19.0,27.0,6.0,26.0,26.0,22.0,13.0,,,,,,,,,,,,,
578B2F2BXPvAibaEXe+QkoGRj4DtvZJc9kxK/Phc,15,19.0,19.0,23.0,20.0,15.0,19.0,13.0,,,,,,,,,,,,,,
578F71ECXPvAibaEXe/Od6q2BVSlaKXYl5iRbtl4,18,17.0,19.0,,,,,,,,,,,,,,,,,,,
57904130XPvAibaEXe8IDaGhyBHh0wYfoTHIEvqQ,16,19.0,19.0,16.0,12.0,,,,,,,,,,,,,,,,,
57924358XPvAibaEXe8OUmHa5DLhUT3pSwrtMeSc,16,22.0,22.0,14.0,11.0,,,,,,,,,,,,,,,,,
57924695XPvAibaEXe/7kKaS8/f9RcVEFm8cdczb,20,18.0,14.0,24.0,4.0,24.0,20.0,23.0,22.0,16.0,12.0,4.0,4.0,,,,,,,,,
5792EF1AXPvAibaEXe/YKAlYnC3m90v7yzvt+OYP,22,22.0,18.0,18.0,6.0,24.0,22.0,23.0,14.0,8.0,10.0,,,,,,,,,,,
579BEE17XPvAibaEXe/U36FI9OTo3e/kYEeMplpL,16,19.0,21.0,15.0,20.0,15.0,17.0,,,,,,,,,,,,,,,
579C7F8BXPvAibaEXe8OSOsXgIr1IbT6XwwQy/th,21,19.0,20.0,18.0,24.0,18.0,14.0,,,,,,,,,,,,,,,
579C9282XPvAibaEXe8T1DiYsmlfsZ4rtPqBNBkc,17,26.0,27.0,14.0,24.0,18.0,17.0,7.0,10.0,,,,,,,,,,,,,
57A1C67AXPvAibaEXe91GJZByEKtSVgKB1ySbYya,14,16.0,18.0,15.0,20.0,20.0,14.0,9.0,0.0,,,,,,,,,,,,,
57A9555DXPvAibaEXe9kJ+qYUUrp6yzqg8iX3syd,13,15.0,24.0,24.0,20.0,24.0,20.0,14.0,,,,,,,,,,,,,,
57A9F0AEXPvAibaEXe8T1DiYsmlfsSBkagc8gdBG,17,19.0,25.0,22.0,16.0,16.0,21.0,20.0,,,,,,,,,,,,,,
57AA0BCCXPvAibaEXe/8XquPxT92g1MNcEZNBLNP,18,22.0,14.0,,,,,,,,,,,,,,,,,,,
57B4993DXPvAibaEXe+O+EbU9awW5nLgyy3CYhgX,15,17.0,21.0,16.0,24.0,20.0,16.0,9.0,0.0,,,,,,,,,,,,,
57BDE7E4XPvAibaEXe/5JaXZuY2MgPxmgaIPfXVF,20,20.0,16.0,17.0,12.0,,,,,,,,,,,,,,,,,
57BEAA98XPvAibaEXe+3zE134gecv1kZBZsbQcF1,13,21.0,23.0,23.0,23.0,19.0,17.0,18.0,,,,,,,,,,,,,,
57C7C955XPvAibaEXe+9GFX9aWroRJfzpb5XMZKA,22,19.0,26.0,14.0,12.0,16.0,17.0,12.0,10.0,,,,,,,,,,,,,
57CC6F79XPvAibaEXe/nw3DhNQnHf87snxdmGLc7,19,13.0,10.0,,,,,,,,,,,,,,,,,,,
57CDF802XPvAibaEXe80lJLbnvW/+x9PigJkCVP1,19,16.0,20.0,17.0,20.0,,,,,,,,,,,,,,,,,
57CF43A4XPvAibaEXe96mG7+vayRPhtHtETRI+po,20,19.0,15.0,19.0,24.0,16.0,12.0,,,,,,,,,,,,,,,
57D0D307XPvAibaEXe+RuJt6KkmrDJrPQ7tqmeKA,16,21.0,18.0,20.0,19.0,0.0,,,,,,,,,,,,,,,,
57D0F83CXPvAibaEXe/lBuSevkVg4Cu2NL5USVwN,16,17.0,14.0,,,,,,,,,,,,,,,,,,,
57D2A952XPvAibaEXe9PMC4shTguo0slBPj3eftM,16,17.0,23.0,22.0,22.0,18.0,17.0,18.0,,,,,,,,,,,,,,
57D3BE27XPvAibaEXe+Hl3bsG7JYGth9kjie40p1,11,12.0,8.0,14.0,17.0,20.0,16.0,16.0,19.0,6.0,,,,,,,,,,,,
57D87DB5XPvAibaEXe+Ee/bNoyDJskfGApkK8T+o,17,17.0,18.0,8.0,17.0,16.0,12.0,,,,,,,,,,,,,,,
57DB3796XPvAibaEXe9mpn5IvDinR8oUZ+wB6qbN,13,17.0,25.0,24.0,20.0,16.0,10.0,,,,,,,,,,,,,,,
57E13A61XPvAibaEXe8+PBTAPRlCY4Fxg0JLezSn,17,21.0,22.0,20.0,20.0,16.0,16.0,10.0,,,,,,,,,,,,,,
57E82D86XPvAibaEXe9dY3g0Pb8XoOsTfJ5LOCSC,17,16.0,16.0,23.0,18.0,19.0,18.0,2.0,,,,,,,,,,,,,,
57E9B1A9XPvAibaEXe+pX9RZhc1jhkF/0IUQdChh,15,19.0,17.0,16.0,18.0,20.0,17.0,,,,,,,,,,,,,,,
57F5F020XPvAibaEXe/24bqNYPB5Su5OlZgunqI/,20,20.0,17.0,,,,,,,,,,,,,,,,,,,
57FDBE61XPvAibaEXe89Arovz2AsdoCvKj0V0ulY,15,0.0,14.0,9.0,15.0,,,,,,,,,,,,,,,,,
57FEE4EBXPvAibaEXe8AK9BJf0PqfEMrePLyNqtb,17,19.0,16.0,14.0,13.0,15.0,20.0,14.0,19.0,,,,,,,,,,,,,
5809EDABXPvAibaEXe/iDuY0411CJlTRP5+oneq9,17,21.0,22.0,18.0,3.0,19.0,23.0,16.0,10.0,,,,,,,,,,,,,
580E1CECXPvAibaEXe/eNiQpIuvEfHGjziLyN0ym,18,,,,,,,,,,,,,,,,,,,,,
58162388XPvAibaEXe81fV8vPRwD6EDfDvQ2K8hC,15,19.0,19.0,18.0,21.0,17.0,16.0,,,,,,,,,,,,,,,
581CB126XPvAibaEXe80NXGyYVtTlryDrVC3sRaI,13,15.0,4.0,23.0,22.0,22.0,22.0,16.0,14.0,6.0,3.0,3.0,3.0,3.0,,,,,,,,
5820A65CXPvAibaEXe/48twDzwE627fvgl9qRquq,14,,,,,,,,,,,,,,,,,,,,,
58323DEEXPvAibaEXe8xE9+hjZHGkiW5T896Iku4,22,23.0,22.0,,,,,,,,,,,,,,,,,,,
5832A557XPvAibaEXe/lBuSevkVg4HTcOV67PBca,20,21.0,18.0,,,,,,,,,,,,,,,,,,,
5839442EXPvAibaEXe8UtLk0ua6nIH3Yz0gA8B25,15,18.0,21.0,20.0,21.0,19.0,23.0,6.0,,,,,,,,,,,,,,
584C801AXPvAibaEXe9KJs87LGFuVEHOvEc15PW/,18,18.0,22.0,,,,,,,,,,,,,,,,,,,
58553E3AXPvAibaEXe8nuCevWXzMu8qQ0W6dDPFZ,13,18.0,21.0,22.0,23.0,15.0,10.0,0.0,,,,,,,,,,,,,,
58597855XPvAibaEXe+LSM1Qc6v4E+3AgAkkL36M,20,20.0,16.0,,,,,,,,,,,,,,,,,,,
585B7ED6XPvAibaEXe/CDMtnBauOUHqGWaG7Aov5,17,20.0,16.0,22.0,23.0,20.0,15.0,,,,,,,,,,,,,,,
5863343DXPvAibaEXe8kQad4U9taeYGy7kDzWidJ,14,16.0,22.0,,,,,,,,,,,,,,,,,,,
5867E047XPvAibaEXe9Xnw4t0GPgx+aXR1u6ReqM,22,21.0,23.0,22.0,15.0,20.0,3.0,17.0,11.0,13.0,,,,,,,,,,,,
586D2E63XPvAibaEXe8p+Buz4QuyY2ypz/LxGgd+,18,22.0,14.0,0.0,,,,,,,,,,,,,,,,,,
586F0A4CXPvAibaEXe+LLvbxzunmJL51nTie4Ve7,22,19.0,16.0,18.0,15.0,22.0,8.0,26.0,25.0,6.0,21.0,7.0,7.0,,,,,,,,,
587117ECXPvAibaEXe+TioGOAQy/3xs11Ox39j0M,22,21.0,6.0,26.0,19.0,10.0,20.0,16.0,4.0,19.0,20.0,4.0,23.0,14.0,17.0,16.0,18.0,14.0,3.0,,,
587CA928XPvAibaEXe+NJiMjcH3vhDSbGe/qJhZ2,17,22.0,30.0,15.0,4.0,17.0,15.0,17.0,10.0,10.0,,,,,,,,,,,,
587FA2BAXPvAibaEXe9/RzYvIG+T/Y+Fn9q0D2V0,8,20.0,16.0,15.0,15.0,,,,,,,,,,,,,,,,,
5880340EXPvAibaEXe/LIv6QeHs+ZSol1cmgpOS1,20,19.0,22.0,17.0,21.0,20.0,9.0,12.0,,,,,,,,,,,,,,
588496D8XPvAibaEXe9O6/F07jTuv0wBRnLhprnd,16,21.0,18.0,17.0,17.0,14.0,6.0,,,,,,,,,,,,,,,
58866649XPvAibaEXe+p5WOBbWD0M1lT7kmWf5su,19,18.0,4.0,19.0,16.0,,,,,,,,,,,,,,,,,
588E94A0XPvAibaEXe9SS1kaXnboZtc2nrnigNuh,22,,,,,,,,,,,,,,,,,,,,,
58918879XPvAibaEXe+swj/cdUVTZpuYPzQ5vU4T,22,,,,,,,,,,,,,,,,,,,,,
5892213AXPvAibaEXe+el9HxC/V5NjdT4I4ayoYj,18,22.0,22.0,,,,,,,,,,,,,,,,,,,
58940B0BXPvAibaEXe82f6NwASlunx5BJZ+1sVMa,20,21.0,21.0,,,,,,,,,,,,,,,,,,,
589A68CFXPvAibaEXe/Lh6v1XxTKJfUlQjQQhbFU,22,21.0,25.0,20.0,6.0,26.0,27.0,7.0,20.0,22.0,4.0,23.0,7.0,,,,,,,,,
589DABF7XPvAibaEXe8AEUw13Ud6KkMppwG9Nrs1,20,19.0,12.0,,,,,,,,,,,,,,,,,,,
589FCDD9XPvAibaEXe9pz/hgBFL5ICR1uDldUIPB,17,24.0,17.0,22.0,20.0,16.0,16.0,12.0,,,,,,,,,,,,,,
58A44439XPvAibaEXe8b4sJvH2gx3N5pteZ9IkZX,17,21.0,,,,,,,,,,,,,,,,,,,,
58A754C6XPvAibaEXe8REVTdmhazkY647Lo1etoA,19,18.0,20.0,18.0,16.0,19.0,4.0,11.0,,,,,,,,,,,,,,
58AB7948XPvAibaEXe+kZ0usiWMt+ogztKTGzXv1,20,24.0,20.0,16.0,20.0,,,,,,,,,,,,,,,,,
58ACE214XPvAibaEXe9MpQ5WhbYsPm5L80+n3thm,11,12.0,8.0,14.0,17.0,20.0,16.0,16.0,16.0,13.0,,,,,,,,,,,,
58B949D8XPvAibaEXe/2U189mpzGJbe0QKy5wdJS,8,,,,,,,,,,,,,,,,,,,,,
58BA358BXPvAibaEXe+kERJkYCVZqoBdepFJeZc6,22,,,,,,,,,,,,,,,,,,,,,
58C12C6EXPvAibaEXe8REVTdmhazkfKz1L7pEntt,16,21.0,20.0,22.0,23.0,19.0,7.0,,,,,,,,,,,,,,,
58C3BAECXPvAibaEXe/jA2MATe6eKg/8OGy+CwwB,13,17.0,20.0,19.0,12.0,22.0,24.0,8.0,8.0,8.0,,,,,,,,,,,,
58C5C1D1XPvAibaEXe/XOPUzjjLegKlrX6fqzQJv,13,24.0,22.0,21.0,20.0,19.0,16.0,15.0,3.0,,,,,,,,,,,,,
58CD106CXPvAibaEXe8a4mdANazFZIdkqYW4/KKO,13,19.0,22.0,19.0,18.0,18.0,15.0,15.0,10.0,0.0,,,,,,,,,,,,
58D8FEDFXPvAibaEXe8oET1/EVZ+WhY3aZs5QhcJ,17,21.0,20.0,19.0,18.0,22.0,13.0,16.0,,,,,,,,,,,,,,
58DC4E10XPvAibaEXe8AK9BJf0PqfOlwRB/4TfNY,11,12.0,8.0,17.0,17.0,20.0,16.0,3.0,16.0,16.0,16.0,,,,,,,,,,,
58DDAC53XPvAibaEXe+2/bvYMPPz+UZIbsg27QNr,20,21.0,23.0,,,,,,,,,,,,,,,,,,,
58DEAF0BXPvAibaEXe+bm6JbdOAYBb4p1RBDX3rK,22,,,,,,,,,,,,,,,,,,,,,
58DEC626XPvAibaEXe99GOtI/HwJhc7sNQN4+/Pa,22,19.0,11.0,28.0,17.0,20.0,20.0,3.0,12.0,14.0,,,,,,,,,,,,
58E06BD3XPvAibaEXe+4hxKfaQWuhIL+w/2UgtML,18,19.0,8.0,19.0,21.0,16.0,15.0,15.0,11.0,10.0,,,,,,,,,,,,
58E092F7XPvAibaEXe/YCV++RiavqOx26rcljRjy,17,22.0,4.0,17.0,20.0,18.0,20.0,12.0,10.0,0.0,,,,,,,,,,,,
58E32BF4XPvAibaEXe/l8qiRVAhX54x2JnpACguh,20,19.0,20.0,,,,,,,,,,,,,,,,,,,
58F109CBXPvAibaEXe+Wjq/eoSKNhbHsVF7h0LJh,17,20.0,25.0,26.0,21.0,22.0,17.0,7.0,4.0,10.0,,,,,,,,,,,,
58F64AC1XPvAibaEXe+WyjAMa+c6ghJjol9reeHb,18,23.0,24.0,17.0,21.0,18.0,15.0,,,,,,,,,,,,,,,
590263C4XPvAibaEXe9mDsFtgVHJ/lr5wIkYTfyo,15,17.0,20.0,19.0,15.0,19.0,3.0,15.0,13.0,,,,,,,,,,,,,
59078061XPvAibaEXe9tdh69VvZt1+Ti0cTWxX8h,20,17.0,20.0,24.0,24.0,15.0,,,,,,,,,,,,,,,,
5907F3FBXPvAibaEXe8ooYk4mkUGmFUd0afmTIV2,22,17.0,18.0,17.0,10.0,16.0,18.0,6.0,15.0,10.0,13.0,,,,,,,,,,,
590B5D07XPvAibaEXe/3Z2K7mhA0JUc9Lq3Z3rFI,13,23.0,26.0,15.0,16.0,19.0,14.0,14.0,16.0,,,,,,,,,,,,,
590C5A22XPvAibaEXe/5SY0P9d9+eIFjN53F5Ry7,17,21.0,23.0,19.0,7.0,12.0,,,,,,,,,,,,,,,,
591013DCXPvAibaEXe/cEeFLbzGe/gkWD3xIWG3s,15,19.0,20.0,17.0,16.0,17.0,21.0,17.0,17.0,,,,,,,,,,,,,
59157F6AXPvAibaEXe8g8Nbaf8gV6uSRHwWv/WLR,16,14.0,19.0,,,,,,,,,,,,,,,,,,,
5917C1B6XPvAibaEXe+BtCfEJ0s2+u0DhlsM9mWI,17,19.0,17.0,,,,,,,,,,,,,,,,,,,
591A383BXPvAibaEXe+9tOqtJ+TlMlOgd3FjH1ew,15,21.0,16.0,20.0,19.0,16.0,0.0,21.0,15.0,2.0,,,,,,,,,,,,
591A9AADXPvAibaEXe9S6E9ioiUfBK9MVMlLs9L0,17,20.0,19.0,15.0,15.0,23.0,23.0,17.0,13.0,,,,,,,,,,,,,
5920928BXPvAibaEXe9NZBs7fjgAwY8dJbiHaEuF,13,21.0,19.0,14.0,18.0,8.0,19.0,12.0,16.0,,,,,,,,,,,,,
5922FCABXPvAibaEXe8AEUw13Ud6KnHmyBmlVUoY,17,19.0,4.0,24.0,22.0,24.0,24.0,22.0,22.0,7.0,8.0,,,,,,,,,,,
5928946FXPvAibaEXe9GRgvaz8PQ0pFzawzOACjp,14,15.0,16.0,23.0,17.0,,,,,,,,,,,,,,,,,
592C6C8EXPvAibaEXe9MnecufC0W/m/Gn4nM8M+S,16,21.0,20.0,6.0,16.0,,,,,,,,,,,,,,,,,
593E7147XPvAibaEXe/S4a8qPv8Nb8Apfpl8/Rme,15,17.0,23.0,23.0,22.0,19.0,17.0,21.0,16.0,,,,,,,,,,,,,
59439698XPvAibaEXe+YJRASjo8CNKqeo8eyR4DD,22,20.0,22.0,,,,,,,,,,,,,,,,,,,
5947EEECXPvAibaEXe/dYcwBMKwcl61Olvw4WqVQ,22,18.0,4.0,20.0,,,,,,,,,,,,,,,,,,
59491C54XPvAibaEXe8XeGyYdUhioPaVr4oTbFKv,17,23.0,18.0,,,,,,,,,,,,,,,,,,,
5949F2A3XPvAibaEXe87anst8v7ZsSRj+T10UU4H,18,,,,,,,,,,,,,,,,,,,,,
594AC45DXPvAibaEXe/7VNok06ub0EesnYpVAzra,17,4.0,,,,,,,,,,,,,,,,,,,,
594E6FC5XPvAibaEXe94sKKoWENjB3Gtr1KiiVIx,13,22.0,26.0,24.0,21.0,19.0,12.0,,,,,,,,,,,,,,,
5953AB21XPvAibaEXe+zCbAzes7YilyRDT2FFsyj,19,21.0,20.0,21.0,3.0,19.0,23.0,13.0,15.0,3.0,10.0,,,,,,,,,,,
5954D208XPvAibaEXe+8PTy9pH9lF9RmMGCEJ/mW,15,19.0,24.0,21.0,14.0,23.0,16.0,13.0,10.0,0.0,,,,,,,,,,,,
595BD34BXPvAibaEXe+6RO6XPmI8NF2BUlKtjBM0,14,19.0,26.0,24.0,29.0,,,,,,,,,,,,,,,,,
59683F09XPvAibaEXe/TXaccBrry5CLY/+SOEtc2,18,,,,,,,,,,,,,,,,,,,,,
